marca*,modelo,version,año**,precio,foto-agencia,id,kilometros,tipoCambio,zona,lat,long,cliente,tipoDeVenta
volkswagen,gol,1.6 5 P TREND L/17,2019,3549000,https://api.deconcesionarias.com.ar/api/files/f11a7a7b-2b1a-40e1-9371-7d0a43f79948/?f11a7a7b-2b1a-40e1-9371-7d0a43f79948.jpeg,1d5cdfaf-4ddb-4b43-9073-779f02b8ffac,64000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
volkswagen,gol,1.6 5 P TREND L/17 COMFORT,2017,3600000,https://api.deconcesionarias.com.ar/api/files/5be19de2-8db0-4f95-9428-2edb4d64c994/?5be19de2-8db0-4f95-9428-2edb4d64c994.jpg,679058dc-03d7-4019-af1e-9b162c588841,65000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,gol,1.6 5 P TREND L/17 TRENDLINE,2017,2450000,https://api.deconcesionarias.com.ar/api/files/4547d603-e168-4461-a3e5-ac1797dca204/?4547d603-e168-4461-a3e5-ac1797dca204.webp,e6d19133-ca1b-40d2-9025-f8b7b5a6e26c,121000,ARS,"PATERNAL,Av San Martín,3285","-34,6014641","-58,4725336",AB motors ,Usado
volkswagen,gol,1.6 5 P TREND L/17 TRENDLINE,2017,3420000,https://api.deconcesionarias.com.ar/api/files/995c6430-3ce7-4dad-85b2-604020d11e3e/?995c6430-3ce7-4dad-85b2-604020d11e3e.jpeg,23f91789-faaf-4d44-b8b1-5cf0d85430b8,93000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,gol,1.6 5 P TREND L/17 TRENDLINE,2018,3300000,https://api.deconcesionarias.com.ar/api/files/95f0832b-4075-49eb-b19a-6aa865c37dd0/?95f0832b-4075-49eb-b19a-6aa865c37dd0.jpeg,0f62bd69-f309-4971-a210-ca24ff56ca35,75000,ARS,"RIO CUARTO,San Martín,2255","-33,1162662","-64,3817734",MEGALE AUTOMOTORES,Usado
volkswagen,gol,1.6 5 P TREND L/17 TRENDLINE,2019,3500000,https://api.deconcesionarias.com.ar/api/files/68476b73-efec-42ce-bec5-118c5a302939/?68476b73-efec-42ce-bec5-118c5a302939.jpg,f6d485f3-e4de-4ef4-ba39-47cde29b1e89,75000,ARS,"AYACUCHO,25 de mayo,691","-37,1492143","-58,4836059",Oscar Autos,Usado
volkswagen,gol,1.6 5 P TREND PK 1,2008,1950000,https://api.deconcesionarias.com.ar/api/files/2c364bfa-b0c8-405d-b24f-33ce92789a88/?2c364bfa-b0c8-405d-b24f-33ce92789a88.jpg,6d4310e9-e626-4cf9-a822-051019289f71,179000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
volkswagen,gol,1.6 5 P TREND PK 1 PL.I MOTION,2011,2420000,https://api.deconcesionarias.com.ar/api/files/03a78e3f-4930-440c-98ba-0b082ca1fbba/?03a78e3f-4930-440c-98ba-0b082ca1fbba.jpg,11c641e0-1ca2-41af-918e-21c5e799a8a8,127000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,gol,1.6 5 P TREND PK 3,2012,1870000,https://api.deconcesionarias.com.ar/api/files/e23ef098-34a7-4712-8e3c-b67aceb8ee4f/?e23ef098-34a7-4712-8e3c-b67aceb8ee4f.jpg,b7a234b2-da3a-4db9-aba3-c5be60e7de13,146000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,gol,1.6 5 P TRENDLINE L/19,2019,3970000,https://api.deconcesionarias.com.ar/api/files/561cf734-0170-454d-81b9-86523783adda/?561cf734-0170-454d-81b9-86523783adda.jpeg,f78d9e91-9085-4670-a5bc-cd8183d54455,77000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,gol,1.6 5 P TRENDLINE L/19,2020,3800000,https://api.deconcesionarias.com.ar/api/files/74315079-1d78-4d6e-a560-bfbe3c5d044b/?74315079-1d78-4d6e-a560-bfbe3c5d044b.jpeg,6f12b456-4212-48d8-9466-e9bb7cde63ce,39000,ARS,"PATERNAL,Av San Martín,3285","-34,6014641","-58,4725336",AB motors ,Usado
volkswagen,gol,1.6 5 P TRENDLINE L/19,2020,4199000,https://api.deconcesionarias.com.ar/api/files/1480a654-6a65-4f8d-9bf6-2b1b61ea17c6/?1480a654-6a65-4f8d-9bf6-2b1b61ea17c6.jpeg,58e1ffb9-432b-4bbf-abbb-0c0b736e1722,15000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
volkswagen,gol,1.6 5 P TRENDLINE L/19,2020,4200000,https://api.deconcesionarias.com.ar/api/files/9666c370-be25-4b34-85e8-e5f202358587/?9666c370-be25-4b34-85e8-e5f202358587.jpg,d0b50bfc-15d2-47ae-8368-9fb08f33211e,16000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
volkswagen,gol,1.6 5 P TRENDLINE L/19,2020,4300000,https://api.deconcesionarias.com.ar/api/files/7b855f19-8156-44be-8740-54eea622696b/?7b855f19-8156-44be-8740-54eea622696b.jpeg,9dbb5f19-5e67-4e70-a48d-ee0a9dd4e4e6,60000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,gol,1.6 5 P TRENDLINE L/19,2020,5700000,https://api.deconcesionarias.com.ar/api/files/0de64541-e2bf-4911-ae69-38fd7d8d93ec/?0de64541-e2bf-4911-ae69-38fd7d8d93ec.jpeg,fe964e74-7031-43a0-9f46-85830e18a40e,40000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
VOLKSWAGEN,Gol,1.6 MSI Trend,2017,2950000,,,35000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
VOLKSWAGEN,Gol,1.6 Trend,2011,1700000,https://www.landinginteligente.com/fotos/CatalogoUsados/Lepic/Volkswagen-Gol-JTZ868/Gol-Trend.jpeg,,155000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
VOLKSWAGEN,Gol,1.6 Trend,2016,2450000,,,71300,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
VOLKSWAGEN,Gol,1.6 Trend,2016,2740000,,,62000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
volkswagen,gol,COUNTRY 1.4 POWER,2012,1650000,https://api.deconcesionarias.com.ar/api/files/505e6d3d-3a09-42c6-84e2-11840e2a5e95/?505e6d3d-3a09-42c6-84e2-11840e2a5e95.jpeg,8fea8304-13ee-43af-9863-b3734c467c98,202000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
VOLKSWAGEN,GOL,TREND 1.6,2016,3003000,,59,,ARS,SUR,"34,0812312","-118,385301",GTM,Usado
VOLKSWAGEN,GOL,TREND 1.6 MSI,2018,2132000,,58,,ARS,SUR,"34,0812312","-118,385301",GTM,Usado
VOLKSWAGEN,Gol,TREND MSI 3 PTAS,2017,2900000,,61,95000,ARS,SUR,"34,0812312","-118,385301",GTM,Usado
VOLKSWAGEN,GOL TREND,1.6 MSI (SENSORES TRAS),2018,2900000,,69,48800,ARS,SUR,"34,0812312","-118,385301",Nave Motors,Usado
volkswagen,golf,VII 1.6 FSI VARIANT TREND DSG,2017,11500000,https://api.deconcesionarias.com.ar/api/files/6b34d7b2-da3c-459b-84b5-ecfc623a0c02/?6b34d7b2-da3c-459b-84b5-ecfc623a0c02.JPEG,76a20681-b072-4489-9c56-ed3f3d87977a,35000,ARS,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
volkswagen,golf,VII 1.6 FSI VARIANT TREND DSG,2019,9847500,https://api.deconcesionarias.com.ar/api/files/89e4de8c-4bfc-4cc3-80c0-3a1ce84d2861/?89e4de8c-4bfc-4cc3-80c0-3a1ce84d2861.jpg,168ebab5-5099-44fc-a4c9-173582e85414,37500,ARS,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
volkswagen,golf 7,GOLF 1.8T GTI 150 HP,2001,3379000,https://api.deconcesionarias.com.ar/api/files/c7989cdd-13af-4da2-a792-e61b963104c1/?c7989cdd-13af-4da2-a792-e61b963104c1.jpeg,19576d99-5460-4fa4-ab31-e054b9eae0bb,186000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
volkswagen,golf 7,GOLF 2.0 GTI,2018,12090000,https://api.deconcesionarias.com.ar/api/files/84ac13b8-f0ba-4a65-9690-ab95f21fd3cf/?84ac13b8-f0ba-4a65-9690-ab95f21fd3cf.JPG,41a7f3e2-ab5f-4f41-94ee-134cc3a6753b,10000,USD,,"33,6832465","-116,2100872",RPM Moviles,Usado
volkswagen,golf 7,GOLF VII 1.4 TSI COMFORTLINE,2016,4000000,https://api.deconcesionarias.com.ar/api/files/8e5b387d-f677-439b-99be-c948005c9150/?8e5b387d-f677-439b-99be-c948005c9150.jpg,93bf8011-c4d9-4f74-bf3e-1ee7deeec9ac,147000,ARS,"TOLOSA,calle 13,453","-34,9020815","-57,9798766",Zingaro Multimarca,Usado
volkswagen,golf 7,GOLF VII 1.4 TSI COMFORTLINE,2016,5450000,https://api.deconcesionarias.com.ar/api/files/6e19ef99-e373-48ce-9c8a-8b923ce3d57b/?6e19ef99-e373-48ce-9c8a-8b923ce3d57b.jpg,fb6df86f-930c-4854-affa-b682d2cd3b80,77000,ARS,"TANDIL,Colectora Pugliese,1138","-37,3108351","-59,1160603",AutosExclusivos,Usado
volkswagen,golf 7,GOLF VII 1.4 TSI COMFORTLINE,2016,7099000,https://api.deconcesionarias.com.ar/api/files/343e027c-2aaa-4749-86a8-d40e000a2d76/?343e027c-2aaa-4749-86a8-d40e000a2d76.jpg,4d11502e-f034-44f9-95c9-3b92479cdcde,65796,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
volkswagen,golf 7,GOLF VII 1.4 TSI COMFORTLINE,2018,6300000,https://api.deconcesionarias.com.ar/api/files/9ef04283-6039-407a-b555-7f77886c78f4/?9ef04283-6039-407a-b555-7f77886c78f4.jpg,6a9604a9-26c5-4d21-8ccd-e969aebc05f5,77200,ARS,"ROSARIO,Filiberto,8237","-32,9375419","-60,7417264",AutoRosario SA,Usado
volkswagen,golf 7,GOLF VII 1.4 TSI HIGHLINE DSG,2015,5115000,https://api.deconcesionarias.com.ar/api/files/b0373801-b64a-4897-95d1-d559548d9f14/?b0373801-b64a-4897-95d1-d559548d9f14.jpg,9775b7d5-9791-4945-b8d8-c0aff952240d,134400,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
volkswagen,golf 7,GOLF VII 1.6 FSI TRENDLINE,2017,4800000,https://api.deconcesionarias.com.ar/api/files/81011103-2b2a-4c6b-b393-737524b18897/?81011103-2b2a-4c6b-b393-737524b18897.jpeg,2f6899cb-4e49-4a05-83be-fe32e5225da8,56000,ARS,"RIO CUARTO,San Martín,2191","-33,1167252","-64,3763017",Remincor,Usado
volkswagen,nivus,COMFORTLINE 200 TSI,2022,7900000,https://api.deconcesionarias.com.ar/api/files/0db3c314-fb15-44c3-a9d4-3f6c0ce16bfb/?0db3c314-fb15-44c3-a9d4-3f6c0ce16bfb.jpg,36a392e2-68d0-4168-8ba1-33ad04378765,1,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,nivus,HIGHLINE 200 TSI,2021,8649000,https://api.deconcesionarias.com.ar/api/files/5166d8c8-0f39-4bd8-a904-418c224b4956/?5166d8c8-0f39-4bd8-a904-418c224b4956.jpg,db3729c1-43e8-40c3-b2ba-504c14d3dbee,8000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
volkswagen,nivus,HIGHLINE 200 TSI,2022,8599000,https://api.deconcesionarias.com.ar/api/files/c6acae81-442a-4db1-814d-b2433833b48b/?c6acae81-442a-4db1-814d-b2433833b48b.jpg,9801f646-fa31-4d29-b675-87e62aca102a,1000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
volkswagen,passat,2.0 TDI LUXURY,2007,2909500,https://api.deconcesionarias.com.ar/api/files/bd9f8711-0920-403a-9b9f-a33a53458cae/?bd9f8711-0920-403a-9b9f-a33a53458cae.jpeg,333e1501-90ef-45e2-99eb-ce1a89373c84,223000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,passat,CC 2.0 TSI LUXURY,2012,6479000,https://api.deconcesionarias.com.ar/api/files/56f9a95d-b6b5-48f2-a9ad-7e45268a27b3/?56f9a95d-b6b5-48f2-a9ad-7e45268a27b3.jpg,c5e53501-03e9-45a0-8b47-cabf5582531a,145584,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
VOLKSWAGEN,Polo,1.6 COMFORTLINEMSI 110CV,2020,4100000,,,95000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
volkswagen,polo,1.6 L/16 COM. 4 P,2016,3400000,https://api.deconcesionarias.com.ar/api/files/7273e41b-f9bf-4dc7-a453-565d4fe8e99b/?7273e41b-f9bf-4dc7-a453-565d4fe8e99b.jpg,50bfb7ea-2ad4-4f20-a364-9db99761f367,63000,ARS,"AYACUCHO,25 de mayo,691","-37,1492143","-58,4836059",Oscar Autos,Usado
volkswagen,polo,1.6 L/18 COM. 5 P,2018,4750000,https://api.deconcesionarias.com.ar/api/files/f40afefb-80f6-4888-87e9-c8a1a6027585/?f40afefb-80f6-4888-87e9-c8a1a6027585.jpg,bff0dd88-cc31-462d-b8b8-c7e1e316478f,38000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
volkswagen,polo,1.6 L/18 HIGHLINE  5 P,2018,4950000,https://api.deconcesionarias.com.ar/api/files/6f030462-3956-43d2-9151-579b85a06474/?6f030462-3956-43d2-9151-579b85a06474.JPG,2b9a9f6a-f7f5-49a5-940d-54f301ea8c8c,50000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,polo,1.6 L/18 HIGHLINE  5 P,2018,5100000,https://api.deconcesionarias.com.ar/api/files/2f6bbf9d-546b-4fbe-86db-493263efb720/?2f6bbf9d-546b-4fbe-86db-493263efb720.jpeg,b8de92c0-e27e-47ec-a790-b8f362679883,50000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,polo,1.6 L/18 TRENDLINE 5 P,2018,3960000,https://api.deconcesionarias.com.ar/api/files/ed771a9d-39c1-4415-b09c-231c527bee36/?ed771a9d-39c1-4415-b09c-231c527bee36.jpg,70e9dee9-9af3-43f3-8190-bc3a15cbb7e0,270000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,polo,1.6 L/18 TRENDLINE 5 P,2019,1850000,https://api.deconcesionarias.com.ar/api/files/1624c94a-e408-42df-9708-9dca9c89b1c6/?1624c94a-e408-42df-9708-9dca9c89b1c6.jpeg,38829835-c108-431c-b5a9-deab194efbdc,57000,ARS,"PATERNAL,Av San Martín,3285","-34,6014641","-58,4725336",AB motors ,Usado
volkswagen,polo,1.6 L/18 TRENDLINE 5 P,2022,5500000,https://api.deconcesionarias.com.ar/api/files/e3554fb7-d607-4d8d-b799-d0b65107c169/?e3554fb7-d607-4d8d-b799-d0b65107c169.jpeg,fdf12846-2727-4a61-b404-a006bacfa892,0,ARS,"SAN LUIS,Av. del Fundador esq, Las voces del Chorrillero,","-33,2941809","-66,2956203",ExpoUsados,Usado
volkswagen,polo,1.6 L/18 TRENDLINE 5 P TIP,2018,4500000,https://api.deconcesionarias.com.ar/api/files/3ef39feb-2b2a-45e2-9391-c3770c2ef733/?3ef39feb-2b2a-45e2-9391-c3770c2ef733.jpg,c9f23a76-a511-4729-91a1-f4cf09dc479d,53000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
volkswagen,polo,1.6 L/18 TRENDLINE 5 P TIP,2019,4200000,https://api.deconcesionarias.com.ar/api/files/b8c55ab9-b610-4dc3-84f9-0ff21c85dfc6/?b8c55ab9-b610-4dc3-84f9-0ff21c85dfc6.jpg,16770540-9ea8-4721-a2ac-eb1ca63fc7bd,60000,ARS,"SALTA,Cordoba,940","-24,8020021","-65,4119545",FENICIOS AUTOMOTORES,Usado
volkswagen,polo,1.6 MSI TREND,2022,5990000,https://api.deconcesionarias.com.ar/api/files/bcd19b59-8b2c-4119-9617-2bc045981bc9/?bcd19b59-8b2c-4119-9617-2bc045981bc9.jpg,e0da2bbb-96d4-4e3f-802c-9b6dbfb77a3b,17,ARS,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
VOLKSWAGEN,Saveiro,1.6 CROSS,2018,4400000,,,175000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
volkswagen,saveiro,1.6 L/13 AA+PS,2014,2400000,https://api.deconcesionarias.com.ar/api/files/db1dbbf1-a705-4579-892f-11f5203fbfc3/?db1dbbf1-a705-4579-892f-11f5203fbfc3.jpeg,4c3beefc-53f5-413f-a217-b99a035c4b5e,123000,ARS,"ROSARIO,Avellaneda,2422","-32,9581582","-60,6843556",MONT AUTOMOTORES,Usado
volkswagen,saveiro,1.6 L/13 AA+PS,2014,3300000,https://api.deconcesionarias.com.ar/api/files/0c800cb8-acee-4312-9fa8-dc6ef784478c/?0c800cb8-acee-4312-9fa8-dc6ef784478c.jpeg,42a7ee7c-6174-4632-8c57-e391cf1495a3,93000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,saveiro,1.6 L/17 C/DOBLE CROSS HIG,2018,5390000,https://api.deconcesionarias.com.ar/api/files/ee494004-8082-48db-9c45-432bf436d11a/?ee494004-8082-48db-9c45-432bf436d11a.jpg,31330dd1-b8cd-469f-83de-e74e08be4973,60000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,scirocco,2.0 TSI,2013,7440000,https://api.deconcesionarias.com.ar/api/files/8f0ce485-f00c-4290-8497-a32d24130503/?8f0ce485-f00c-4290-8497-a32d24130503.webp,d8eea7fc-47a7-4c0e-a729-d58ae29ba144,68000,USD,"PATERNAL,Av San Martín,3285","-34,6014641","-58,4725336",AB motors ,Usado
volkswagen,sharan,1.9 TDI HIGHLINE,2008,2300000,https://api.deconcesionarias.com.ar/api/files/bac28ca0-429f-4c65-80d5-21fa4935f042/?bac28ca0-429f-4c65-80d5-21fa4935f042.JPG,bc4d831c-39c3-476f-a293-6da8a45704a2,150000,ARS,,"-34,4383348","-58,7918752",RPM Moviles,Usado
VOLKSWAGEN,Suran,1.6 16V 5D 442,2015,3050000,,,70000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
VOLKSWAGEN,Suran,1.6 5D 911,2018,3500000,,,112000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
VOLKSWAGEN,Suran,1.6 Comfortline,2007,1300000,,,170000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
volkswagen,suran,1.6 COMFORTLINE,2009,0,https://api.deconcesionarias.com.ar/api/files/df033852-299e-4e6a-8115-eb2ffe5f40c7/?df033852-299e-4e6a-8115-eb2ffe5f40c7.jpg,9a5bfe8a-e9e4-4eb6-8770-1086e3198f6e,190000,ARS,"AYACUCHO,25 de mayo,691","-37,1492143","-58,4836059",Oscar Autos,Usado
volkswagen,suran,1.6 COMFORTLINE,2010,2277000,https://api.deconcesionarias.com.ar/api/files/4958b6e4-4a56-4499-b9ce-2f6e0940890d/?4958b6e4-4a56-4499-b9ce-2f6e0940890d.jpeg,40eb4698-bb44-4c78-afe6-891e862875e2,70000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,suran,1.6 COMFORTLINE,2010,2530000,https://api.deconcesionarias.com.ar/api/files/1064b224-f33d-4899-a7f8-eb94fff8b6b5/?1064b224-f33d-4899-a7f8-eb94fff8b6b5.jpg,be341e78-d797-406d-b5f0-9295f5bb33d1,180000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,suran,1.6 COMFORTLINE L/10,2011,2100000,https://api.deconcesionarias.com.ar/api/files/5e3d4003-efa1-4564-a171-a395dbf5aa78/?5e3d4003-efa1-4564-a171-a395dbf5aa78.jpeg,43517d42-e8f3-4644-a3ba-92e5ce4f494c,129508,ARS,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
volkswagen,suran,1.6 COMFORTLINE L/10,2011,2300000,https://api.deconcesionarias.com.ar/api/files/b72c1526-09bd-4283-916e-3bf3494ced6b/?b72c1526-09bd-4283-916e-3bf3494ced6b.jpg,8197cce5-5775-4adf-ba62-9e27e0254624,125000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
volkswagen,suran,1.6 COMFORTLINE L/10,2011,2770000,https://api.deconcesionarias.com.ar/api/files/eaa482f8-8085-4243-a6ec-18d406d32963/?eaa482f8-8085-4243-a6ec-18d406d32963.jpeg,71217bce-8d9a-4d84-98f5-aa6a0f165e96,106000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,suran,1.6 COMFORTLINE L/10,2012,2250000,https://api.deconcesionarias.com.ar/api/files/95a5323f-3729-4baa-825e-e834a046eca5/?95a5323f-3729-4baa-825e-e834a046eca5.jpg,6392f023-a266-40c3-bb14-a31a84c320e4,113000,ARS,"1 DE AGOSTO,Av. Cervantes,3879","-34,7091154","-58,2255629",Espositoautomotores,Usado
volkswagen,suran,1.6 COMFORTLINE L/10,2012,2350000,https://api.deconcesionarias.com.ar/api/files/e940d480-be06-49be-a1ea-deef946e29a7/?e940d480-be06-49be-a1ea-deef946e29a7.jpg,bc972d61-4e8d-4fd9-92d6-9d7b9ea63c8e,179271,ARS,"LAS ROSAS,RN178 & La Argentina,","-32,4632763","-61,5881291",AUTOMOTORES SUSANA,Usado
volkswagen,suran,1.6 COMFORTLINE L/10,2012,2499000,https://api.deconcesionarias.com.ar/api/files/96efcf33-31f4-4760-9549-045e6312a2d8/?96efcf33-31f4-4760-9549-045e6312a2d8.jpeg,a1309fbb-0a14-42c9-af44-227bffffa999,170000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
volkswagen,suran,1.6 COMFORTLINE L/14 ABS,2014,2500000,https://api.deconcesionarias.com.ar/api/files/d4bd24d0-6e54-4d7d-900d-69ff2440acfb/?d4bd24d0-6e54-4d7d-900d-69ff2440acfb.jpeg,11b12ad6-f26b-463d-abcd-f80f8cb10876,173000,ARS,"ROSARIO,Avellaneda,2422","-32,9581582","-60,6843556",MONT AUTOMOTORES,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2015,3000000,https://api.deconcesionarias.com.ar/api/files/3e7075de-dcbe-401f-aafe-1d1130fba01b/?3e7075de-dcbe-401f-aafe-1d1130fba01b.jpg,29f3f304-29a7-4348-bb30-8fb582dc1e8d,60000,ARS,"NEUQUEN,PERTICONE,975","-38,9600623","-68,0455102",autonetonline,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2016,3535000,https://api.deconcesionarias.com.ar/api/files/857e0f6c-8425-44b8-aa3b-311db6f368e8/?857e0f6c-8425-44b8-aa3b-311db6f368e8.jpeg,dc3dff70-8453-4f4d-b16b-2055116d2db6,76000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2017,3500000,https://api.deconcesionarias.com.ar/api/files/e1e7fac4-aa4d-4394-82d8-42f22b287e9a/?e1e7fac4-aa4d-4394-82d8-42f22b287e9a.jpeg,1845cf16-7451-4c3c-b6fe-aa84614676fa,140199,ARS,"SAN LUIS,Av. del Fundador esq, Las voces del Chorrillero,","-33,2941809","-66,2956203",ExpoUsados,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2017,3500000,https://api.deconcesionarias.com.ar/api/files/46620831-a740-4e56-8772-02543d258f97/?46620831-a740-4e56-8772-02543d258f97.jpg,d4460895-f074-4db9-8e31-ca19f8e93b39,162000,ARS,"LAS ROSAS,RN178 & La Argentina,","-32,4632763","-61,5881291",AUTOMOTORES SUSANA,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2018,3400000,https://api.deconcesionarias.com.ar/api/files/6a5ef924-0ee7-4124-936a-5c3fb3ff234d/?6a5ef924-0ee7-4124-936a-5c3fb3ff234d.jpg,0a5dd10a-d3d1-4d23-8c60-c32ca15873ed,60000,ARS,"VILLA URQUIZA,Av. Triunvirato,3668","-34,4383348","-58,7918752",RM automotores,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2018,3850000,https://api.deconcesionarias.com.ar/api/files/05486448-4826-4cef-9315-5952cbc6b904/?05486448-4826-4cef-9315-5952cbc6b904.jpg,91765ebd-c382-4027-bc39-7f5445089ddd,38000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,suran,1.6 COMFORTLINE L/15,2018,3960000,https://api.deconcesionarias.com.ar/api/files/a9d2e7f5-98d3-45a0-9d37-17c82c791b46/?a9d2e7f5-98d3-45a0-9d37-17c82c791b46.jpg,e2803913-ec0d-4715-85c8-55b11708b134,38000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,suran,1.6 HIGHLINE L/10 I MOT,2011,3000000,https://api.deconcesionarias.com.ar/api/files/d317935e-99c3-4f57-a393-1918ee63739a/?d317935e-99c3-4f57-a393-1918ee63739a.jpg,0aa03bdf-a50f-4cea-9a68-37d8f6564c26,1111,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
volkswagen,suran,1.6 HIGHLINE L/10 I MOT,2012,2500000,https://api.deconcesionarias.com.ar/api/files/78d5fc5f-0b4e-4799-b993-bbda9d7013ef/?78d5fc5f-0b4e-4799-b993-bbda9d7013ef.jpg,477c66ae-0fe6-4b6f-bb7b-e64b86699a34,1111,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
